ntacode,rate_per_1k_pop,rate_per_km2,share_noise___residential,share_noise___street/sidewalk,share_noise___commercial,share_noise___vehicle,share_noise___park,share_noise,share_noise___helicopter,share_noise___house_of_worship,share_evening,share_early_am,share_core_night,share_predawn,late_night_share,weekend_uplift,warm_season_ratio
BX0403,0.2704737551704586,1.4665747080870717,-0.9374019229255784,3.5540183246984265,-0.15534530552793477,0.5209695178173053,-0.271157328031795,-1.2112710312249027,-0.3013375920063632,-0.2036112660555285,1.5414815631140066,1.79509256912691,-0.9312924792279417,-1.8621388261911203,-0.6254081216139478,0.678112193260942,2.332353805757358
BX0501,0.20088004185098304,0.7182772538985087,-0.39946533682247565,2.4269890931798295,-0.8144438876040163,1.1575046225961005,-0.23262914117272,-1.2261052376573804,-0.3012813207257512,-0.1113430803557465,1.530185596414121,1.5969004414454713,-1.1901820990552396,-1.6622948157321162,-0.6612618886326259,1.0535269277633343,2.562156236353694
BX0502,0.7983683106342706,2.539223167496263,-0.8299765498506422,1.9886572762797585,0.1573507151508682,2.0778674566991118,-0.3812690072665131,-1.105800603254138,-0.30372171731650094,-0.21549633618230418,1.042286749045088,2.041086999630457,-0.7370534358940172,-1.5217834156693666,-0.11519189216426355,-0.061378538675296516,2.2880502838995422
BX0503,0.6750146198200017,2.901293909687973,-0.37218846310667403,2.3577728690906063,-0.6464488021150667,1.1824627230298472,-0.5672423667773652,-1.2668154771725826,-0.30372171731650094,-0.14671115106539995,0.9647087052658453,1.4040245501809736,-0.838935496601306,-1.1578378837548016,-0.34871951228779074,0.3302348013939717,3.583172736060523
BX0601,0.4436125244595639,0.24598948491325995,-0.7205817695214244,3.1714518354052386,-0.8761793213292411,0.6419946673795308,-0.5275745443588813,-0.962578088008963,-0.30372171731650094,-0.2481678884240495,1.6516306786158392,1.031564461792151,-1.090569241581378,-1.620352058249762,-0.7711614330617658,0.129832697770793,5.77620887444703
BX0602,0.19196894470658202,0.2781612682813284,0.7896645722963572,0.43098297623133947,-0.5142662002590125,-0.11690979340447943,-0.38929186166678115,-0.9758289864715837,-0.2952993410869038,0.6175582105004401,0.4434410778212676,-0.21340245970186872,-0.011617310079529089,-0.37504961536152265,-0.2945383652013207,0.5650063771316534,0.25936940739262765
BX0603,0.30240306011078927,0.5046252324037397,0.27521410382123257,0.14412944432245733,2.2839147936330195,-0.5070477924110354,-0.5587886145025526,-0.8825842815096631,-0.30372171731650094,-0.18489402917086328,0.874829857781997,0.09256873791467281,-0.4614877014531107,-0.7393621829829902,-0.5071723801036124,0.3067353390728997,-0.2878302650252544
BX0701,0.646990306951214,1.1352278905474362,0.8310596548906928,1.2496163699819556,-1.1422047560884765,-0.3801888617674312,-0.31503669202240425,-1.2232322956461306,-0.30372171731650094,-0.20953104882219598,0.01747724106547227,1.430374716290553,0.5300316397039264,-0.7870921060295709,1.028940446930325,-0.19403991836587237,0.5373161300624143
BX0702,0.24861542172685105,0.44575745116349036,0.5826175949965275,0.4025456122279312,-0.6637603164785184,-0.310977631426396,-0.21451282533815372,-0.40393789936967783,-0.3013583858812486,-0.2039998802055096,0.6674236361478857,1.0140983483653236,-0.5848294358954236,-0.8151028348208641,-0.24944911651176505,0.1530687765539575,-0.16554931981404694
BX0703,0.03283381051044656,0.30414403241336413,0.6083950217216363,0.9282595038302774,-0.7749408845849287,-0.286164640723321,0.6512374071393894,-0.9103408679731969,-0.30372171731650094,-0.2481678884240495,1.1494177345098497,-0.07553692619096994,-1.1992819045576217,-0.6367449877858464,-1.2771296939315022,0.2726869605868532,0.4045084942522756
BX0801,0.2475585220496812,0.9541193463248459,1.2936284177658604,-0.120214211212461,-1.1652437461323701,-0.3997456297243425,0.11602519236098444,-0.9181667408320484,-0.2885296882740377,0.24869551964096576,0.5045137291572269,0.7720395840580815,-0.04781873074311454,-0.7916271634085034,0.16289071436787197,-0.11369579599173578,0.07106352889389413
BX0802,0.03871101816015773,0.13498388829279054,0.1612683981580721,1.2019583714408426,-0.5124489479476159,0.43680556909237617,-0.44521345504044946,-0.8415039128716499,-0.30372171731650094,-0.13225736961848894,1.4713507306113787,-0.1195298505780706,-1.1413560290031302,-0.9797726146739472,-1.1269171343539688,1.1821897801948946,0.894934173309699
BX0803,-0.1943929177316011,-0.6086349036743652,-0.48725732681109585,-0.48297117612688745,-0.915464475825626,0.061358877289648714,1.213786878511344,1.493078769664757,-0.0402947203668824,-0.1552781810700677,-0.45025769029453755,-0.7508164359664615,0.5220481744277623,0.5187739188877855,0.21150497088782566,-0.535130002067835,-0.7812801788168799
BX0901,-0.008088747762619378,0.05536057333288648,0.3605961057675015,1.240814464924738,-0.5514130807307137,-0.0815942950718697,-0.37400514166531257,-0.8949645101425734,-0.29598231118825324,-0.2481678884240495,1.2931744781703591,1.4475106036016963,-1.237456941102244,-1.3396252881968278,-1.1250848447464696,1.4008595858176427,0.5650460527358431
BX0902,-0.11121911107232943,-0.39372776663761716,-0.0009355969298377664,2.241058792335025,-1.1618996620416708,-0.034148877510768755,-0.12136831028495491,-0.906746024030598,-0.29283041167240653,-0.2481678884240495,1.6761513376486903,1.1635044767492926,-1.4606319327981565,-1.5324298171134951,-1.149008776253006,1.9190018766145969,0.9619391395463839
BX0903,-0.17015537431558198,-0.4493630380608183,0.395707854275827,1.0643498027820815,-0.3507145503132612,0.33767961885554143,-0.31333131958111976,-1.1278318506392697,-0.30372171731650094,-0.2481678884240495,0.9358700940393884,0.24275786667895352,-1.0866665936153808,-0.5839439220850768,-1.3868238224529637,0.544005892338113,0.2640758003765705
